pair_id,formula,target_family,seed,start_mode,training_mode,depth,constants_policy,raw_case_id,ipi_case_id,raw_status,ipi_status,raw_verification_outcome,ipi_verification_outcome,raw_evidence_regime,ipi_evidence_regime,raw_discovery_class,ipi_discovery_class,raw_warm_start_evidence,ipi_warm_start_evidence,raw_ast_return_status,ipi_ast_return_status,raw_trained_exact_recovery,ipi_trained_exact_recovery,comparison_outcome,raw_pre_snap_mse,ipi_pre_snap_mse,raw_post_snap_mse,ipi_post_snap_mse,post_snap_mse_delta_ipi_minus_raw,raw_best_loss,ipi_best_loss,raw_gradient_l2_norm_max,ipi_gradient_l2_norm_max,raw_gradient_max_abs_max,ipi_gradient_max_abs_max,raw_exp_overflow_count,ipi_exp_overflow_count,raw_nan_count,ipi_nan_count,raw_inf_count,ipi_inf_count,raw_branch_input_count,ipi_branch_input_count,raw_branch_cut_count,ipi_branch_cut_count,raw_branch_cut_proximity_count,ipi_branch_cut_proximity_count,raw_branch_cut_crossing_count,ipi_branch_cut_crossing_count,raw_optimizer_wall_clock_seconds,ipi_optimizer_wall_clock_seconds,raw_runtime_seconds,ipi_runtime_seconds,raw_artifact_path,ipi_artifact_path
cos_pi:seed0:depth3,cos_pi,periodic,0,blind,blind_training,3,literal_constants,cos-pi-raw-v116-blind,cos-pi-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.525871974855633,1.4932648931246568,0.6670014952477884,3.0737464013609714,2.406744906113183,0.5554284536855043,1.8061693345577197,14545.250320621835,6.235970074922481,7589.209655760606,4.067581360046684,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3046768750064075,0.6320613330462947,2.5354729160899296,1.6459141250234097,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-cos-pi-raw-v116-blind-c9906f0a620d.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-cos-pi-ipi-v116-blind-d646ceb81086.json
cos_pi:seed1:depth3,cos_pi,periodic,1,blind,blind_training,3,literal_constants,cos-pi-raw-v116-blind,cos-pi-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,ipi_lower_post_snap_mse,0.6029758622751309,3.8601017706975562,0.6662340527072067,0.5298875279830182,-0.1363465247241885,0.9229853370220741,0.2820819736503924,5449.733370863788,9.932611237731152,2824.8958450337923,6.074697090215129,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,12.0,30.0,12.0,35.0,0.0,1.0,0.29454637493472546,0.624026333913207,2.488003916107118,2.790534207946621,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-cos-pi-raw-v116-blind-434cf45abd91.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-cos-pi-ipi-v116-blind-8400b3ba3d1b.json
exp:seed0:depth2,exp,negative_control,0,blind,blind_training,2,literal_constants,exp-raw-v116-blind,exp-ipi-v116-blind,repaired_candidate,snapped_but_failed,failed,failed,repaired_candidate,snapped_but_failed,repaired_candidate,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.3934950622464755,1.553039719409118,0.5638625830597994,3.2395529792987188,2.6756903962389194,0.09428367920894626,1.233790106824676,18246.430330718867,4681.660606809802,12902.156771724405,3310.416948513441,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,12.0,24.0,12.0,24.0,0.0,0.0,0.12237012491095811,0.2357705000322312,1.1294342920882627,1.1872338749235496,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-exp-raw-v116-blind-9954b4b63c6d.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-exp-ipi-v116-blind-96fd9b472e1c.json
exp:seed1:depth2,exp,negative_control,1,blind,blind_training,2,literal_constants,exp-raw-v116-blind,exp-ipi-v116-blind,repaired_candidate,snapped_but_failed,failed,failed,repaired_candidate,snapped_but_failed,repaired_candidate,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.4368210719878154,1.1492919199798428,0.5638646783616865,3.2390108567314653,2.6751461783697787,0.07864334912355732,1.3164495372695877,1119.5657662001652,195.46093447653365,791.6127551102292,138.2117522254164,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,24.0,0.0,24.0,0.0,0.0,0.0,0.12092358304653317,0.24293670803308487,1.1202929579885677,1.3053607079200447,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-exp-raw-v116-blind-cf128515ef41.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-exp-ipi-v116-blind-f16264d68e9f.json
harmonic_sum:seed0:depth3,harmonic_sum,harmonic,0,blind,blind_training,3,literal_constants,harmonic-sum-raw-v116-blind,harmonic-sum-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.9565200460979354,2.5800610806940654,0.845025725690132,2.728140917106817,1.8831151914166848,0.366790232371261,2.130218830221221,61.34686126072658,46.22325447012318,35.56290293991544,36.32582094327688,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,4.0,12.0,4.0,12.0,0.0,0.0,0.4227871660841629,0.9462097079958767,2.6433243330102414,2.144178375019692,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-harmonic-sum-raw-v116-blind-894efc04fa0d.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-harmonic-sum-ipi-v116-blind-6dce386f4e7b.json
harmonic_sum:seed1:depth3,harmonic_sum,harmonic,1,blind,blind_training,3,literal_constants,harmonic-sum-raw-v116-blind,harmonic-sum-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.9522641448484769,2.7298018889821045,0.8403672714207535,2.7298018889821045,1.889434617561351,0.36527601507148283,1.904526265709207,35.152482173023415,29.109686138039894,20.46187855234496,13.22301221881487,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46446587494574487,0.9428736659465358,2.7087181250099093,2.1394092079717666,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-harmonic-sum-raw-v116-blind-a3087f36bc71.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-harmonic-sum-ipi-v116-blind-cbcffbfb08d5.json
log:seed0:depth2,log,negative_control,0,blind,blind_training,2,literal_constants,log-raw-v116-blind,log-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,ipi_lower_post_snap_mse,2.4347976116804326,1.6242747786428982,2.3020071703961182,1.6242747786428984,-0.6777323917532199,2.5531847665172,1.6242747786427063,491.5981990151853,7.643905673710201,260.88607260719067,5.0192678379393385,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12483400001656264,0.26683237508405,1.1558504588901997,1.2761738750850782,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-raw-v116-blind-5017393b5d99.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-ipi-v116-blind-84e0e981b471.json
log:seed1:depth2,log,negative_control,1,blind,blind_training,2,literal_constants,log-raw-v116-blind,log-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,ipi_lower_post_snap_mse,2.553861416847207,1.6160361948025237,2.8088979209969587,1.6160361948025237,-1.192861726194435,2.4456657273237625,1.6160361948022797,496.68152255682594,7.631165656216382,263.31318589060237,5.02630952963901,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12559508392587304,0.2568121670046821,1.1451192910317332,1.3335433329921216,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-raw-v116-blind-d348cd35ea0c.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-ipi-v116-blind-1cede807b734.json
log_periodic_oscillation:seed0:depth3,log_periodic_oscillation,log_periodic,0,blind,blind_training,3,literal_constants,log-periodic-oscillation-raw-v116-blind,log-periodic-oscillation-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,1.0020540299375387,1.4528631414360103,0.9671902235544755,1.45286314143601,0.48567291788153455,0.15699786878059827,1.4528631414356779,17.087603930055995,8.663344065777677,9.955202107572863,5.179524543234263,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41856920800637454,0.9214550829492509,2.9552917920518667,2.0559587080497295,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-periodic-oscillation-raw-v116-blind-c15ac8ea4804.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-periodic-oscillation-ipi-v116-blind-b9dc27c7c5eb.json
log_periodic_oscillation:seed1:depth3,log_periodic_oscillation,log_periodic,1,blind,blind_training,3,literal_constants,log-periodic-oscillation-raw-v116-blind,log-periodic-oscillation-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,1.0013600510268255,0.8493344688738841,0.96570257767321,1.4338387827781072,0.4681362051048972,0.15506798028233457,0.25076140567050026,30.403487928488335,10.23476104691659,18.56440078035005,6.282038621956074,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39904662501066923,0.8271231660619378,3.1082322080619633,3.373038124991581,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-periodic-oscillation-raw-v116-blind-cb9b0243d688.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-log-periodic-oscillation-ipi-v116-blind-7e17daae2089.json
sin_pi:seed0:depth3,sin_pi,periodic,0,blind,blind_training,3,literal_constants,sin-pi-raw-v116-blind,sin-pi-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.4305192247676462,2.1872893329864165,0.6535512891542574,2.532535405260982,1.8789841161067244,0.4635611233494039,2.057433062652473,5319.786857223896,7.534233264742023,2757.660853872853,5.341648174218539,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,24.0,12.0,24.0,12.0,0.0,0.0,0.5127120829420164,0.6881208330160007,2.719740040949546,1.710991209023632,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-sin-pi-raw-v116-blind-220d22c0209c.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-sin-pi-ipi-v116-blind-2dbf88bedf2b.json
sin_pi:seed1:depth3,sin_pi,periodic,1,blind,blind_training,3,literal_constants,sin-pi-raw-v116-blind,sin-pi-ipi-v116-blind,snapped_but_failed,snapped_but_failed,failed,failed,snapped_but_failed,snapped_but_failed,failed,failed,not_warm_start,not_warm_start,not_applicable,not_applicable,False,False,raw_lower_post_snap_mse,0.9186405704999956,2.199448434356592,0.656776493380918,2.537787338366473,1.8810108449855547,0.5784348864643037,1.7557690680023708,5369.46497367949,54.807169406846164,2783.1735561958567,38.487904425003805,0.0,0.0,0.0,0.0,0.0,0.0,168.0,168.0,24.0,12.0,24.0,36.0,0.0,0.0,0.3412048750324175,0.635826832964085,2.5507084999699146,1.7680546250194311,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-sin-pi-raw-v116-blind-7aaf87676b6f.json,artifacts/campaigns/v1.16-geml-pilot/runs/v1.16-geml-pilot/v1-16-geml-pilot-sin-pi-ipi-v116-blind-c803be2bb022.json
